mturk_id,ip,phrase,dimension,rating_value,time
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being fearless is,evaluative,1.6,2.4223924
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being warm is,evaluative,4.3,3.1046062
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being neurotic is,evaluative,0.8,2.6218827
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being hideous is,evaluative,-1,1.9938667
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being pretentious is,evaluative,-1.5,2.9016972
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being vicious is,evaluative,-1,2.6310413
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being abusive is,evaluative,-4.3,2.512516
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being plump is,evaluative,-1,2.742754
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being intellectual is,evaluative,4.3,2.3939557
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being obese is,evaluative,-1.1,2.7079394
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being unethical is,evaluative,-4.3,3.9387455
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being charming is,evaluative,1.8,2.4896345
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being jolly is,evaluative,2,2.4956505
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being classy is,evaluative,3,2.1568742
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being charismatic is,evaluative,2,1.6015189
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being stubborn is,evaluative,-2,2.6261449
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being rigid is,evaluative,-1.9,15.343332
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being bizarre is,evaluative,-2.6,4.0416927
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being idealistic is,evaluative,2,3.7982552
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being whimsical is,evaluative,1,12.127399
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being dashing is,evaluative,2,5.120903
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",being vulnerable is,evaluative,-2.9,3.2871673
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a reservist is,activity,-2,9.3886652
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a Jew is,activity,-0.3,2.6311648
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",an explorer is,activity,1.1,3.043185
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a gardener is,activity,-1.1,3.3291428
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a stepmother is,activity,-1,3.1974387
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a bailiff is,activity,-0.8,5.6297889
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a pianist is,activity,2,4.0360427
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a savior is,activity,1,5.4231567
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a nerd is,activity,-2.9,2.9655161
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a psychiatrist is,activity,-2,2.9190822
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a superhero is,activity,2.8,4.4558921
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a colonel is,activity,2,3.3942759
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a pornstar is,activity,4.2,3.583046
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a chemist is,activity,-1,2.6946208
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a drummer is,activity,4.2,2.6061714
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a goth is,activity,2,4.0204921
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a newbie is,activity,-1,4.2909374
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a therapist is,activity,-1,3.2919025
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a gymnast is,activity,1.8,2.2938502
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a junkie is,activity,3,3.689229
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a warden is,activity,-0.9,2.6212232
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a queen is,activity,-2,4.0421176
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a monarch is,activity,-1,2.4919827
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a voyeur is,activity,1,3.3061903
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a spouse is,activity,1,2.1085653
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a hunter is,activity,-2.8,3.1445413
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a hick is,activity,0.9,13.078703
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a diva is,activity,4,2.3833618
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",an infant is,activity,2.9,4.5226731
A8BGHKGBA8O33,"47.27.112.139, 172.16.9.238, 172.16.17.70",a rapper is,activity,2.9,20.699026
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being personable is,evaluative,4.2,5.2765446
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being skilled is,evaluative,4,3.4065213
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being perky is,evaluative,2.1,3.7772465
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being feeble is,evaluative,-2.5,13.547473
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being frightened is,evaluative,-2.3,2.6743352
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being cranky is,evaluative,-3.5,2.8125567
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being wary is,evaluative,-1,3.3622282
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",feeling hopeless is,evaluative,-2.2,3.6593001
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being charming is,evaluative,2.9,2.7670484
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being stubborn is,evaluative,-2.4,2.7309241
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being effective is,evaluative,3.1,2.5964301
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being sweaty is,evaluative,-2.5,3.9588459
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being lovable is,evaluative,4.1,4.2464848
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being understanding is,evaluative,4.2,23.5133
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being innocent is,evaluative,0.9,8.3577919
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being heartless is,evaluative,-4,3.0974436
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",feeling calm is,evaluative,3,2.5492764
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",feeling lonely is,evaluative,-2,2.6711004
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being alienated is,evaluative,-2.9,4.8907743
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being idealistic is,evaluative,1,8.088973
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being hateful is,evaluative,-4.2,2.9169917
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being welcoming is,evaluative,3.2,3.0622318
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being modest is,evaluative,3.7,2.982985
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being uncertain is,evaluative,-0.5,3.2737176
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being accomplished is,evaluative,4.2,2.5911288
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being perverted is,evaluative,-4.3,2.9084449
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being abusive is,evaluative,-4.2,2.7531235
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being vicious is,evaluative,-3,3.4207847
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being astute is,evaluative,2,13.497136
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being nutty is,evaluative,-0.5,11.985315
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being perky is,potency,0.4,6.4718437
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being cuddly is,potency,0.3,3.7109416
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being stubborn is,potency,1.5,6.8559513
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being conscientious is,potency,-0.3,5.5238309
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being capable is,potency,3.3,3.3429196
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being sympathetic is,potency,3.7,7.3390937
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being bossy is,potency,0.3,3.0042984
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being fabulous is,potency,-0.3,3.9266484
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being maniacal is,potency,-0.9,4.3738728
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being scary is,potency,-0.5,5.2090816
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being nerdy is,potency,3.2,2.9953301
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being lovable is,potency,2.4,2.4195051
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being admirable is,potency,3.3,2.7135162
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being perverted is,potency,-4.2,21.819298
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being intimidating is,potency,1.6,3.1576869
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being dashing is,potency,2.6,2.5362563
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being creepy is,potency,-3.5,2.5008695
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being disgruntled is,potency,-3,2.7364151
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being wretched is,potency,-0.4,3.2302849
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being attentive is,potency,4.2,2.6903043
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being charismatic is,potency,3.9,2.4286118
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being goofy is,potency,0.4,2.764472
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being bland is,potency,-2.6,6.5418363
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being sketchy is,potency,-3.9,3.7943263
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being prosperous is,potency,3,3.1861572
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being approachable is,potency,3.8,3.3637681
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being pale is,potency,-2.4,2.8671882
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being abnormal is,potency,-0.9,2.5651119
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being unethical is,potency,-4.2,3.2718966
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being frightened is,potency,-1.7,3.4716845
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being sinister is,evaluative,-4.2,3.4241266
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being girly is,evaluative,2.4,4.0633879
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being neurotic is,evaluative,-0.7,2.6810536
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being charismatic is,evaluative,3.8,2.3080597
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being privileged is,evaluative,0.3,12.165941
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being unusual is,evaluative,-0.4,2.9971015
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being unpleasant is,evaluative,-2.6,2.7251339
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being perverted is,evaluative,-4.2,2.5017178
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being hopeful is,evaluative,2,2.8387985
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being angelic is,evaluative,3.5,3.7086415
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being charming is,evaluative,3.3,2.601038
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being needy is,evaluative,-0.5,2.7219887
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being sleepy is,evaluative,-0.4,2.9716845
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being uncertain is,evaluative,-1.5,3.4484706
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being attentive is,evaluative,3.7,2.2633321
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being fabulous is,evaluative,1.7,13.699209
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being sweaty is,evaluative,-1.9,3.4946024
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being perky is,evaluative,1,2.8587933
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being wonderful is,evaluative,4.3,2.9430704
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",feeling obligated is,evaluative,-0.7,2.5576944
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being jaded is,evaluative,-0.7,2.7107847
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",feeling terrified is,evaluative,-3.6,3.5989726
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being warm is,evaluative,4.2,2.901917
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being motivated is,evaluative,2.8,6.6232181
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being intellectual is,evaluative,3.5,3.9635525
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being enlightened is,evaluative,3,9.7659969
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being devout is,evaluative,2.2,2.7764485
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being idealistic is,evaluative,1.3,2.8655114
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being adorable is,evaluative,1.9,3.8055277
APDZX0GWOK1GG,"107.193.105.9, 172.16.7.175, 172.16.39.181",being prosperous is,evaluative,1.9,2.8736048
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to impregnate someone is,evaluative,0.5,8.0284529
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to bite someone is,evaluative,-2.9,2.5358512
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to assure someone is,evaluative,2.7,1.9781785
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to sabotage someone is,evaluative,-3.3,2.116364
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to backstab someone is,evaluative,-2.2,2.2802093
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to socialize with someone is,evaluative,2.7,1.8490267
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to urge someone is,evaluative,1.8,2.1647768
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to lick someone is,evaluative,0,3.9857371
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to dump someone is,evaluative,-2.1,2.1274469
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to oversee someone is,evaluative,0.7,2.5458109
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to entreat someone is,evaluative,0,4.6835117
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to rebuke someone is,evaluative,-0.9,2.3076382
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to dismiss someone is,evaluative,-1.9,2.0499539
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to kill someone is,evaluative,-4.3,3.2605946
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to squeeze someone is,evaluative,2.3,2.1662858
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to enlighten someone is,evaluative,0.9,2.8487108
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to vanquish someone is,evaluative,-1.6,2.0822539
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to restrict someone is,evaluative,-2.3,2.8378661
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to bearhug someone is,evaluative,1.2,2.3627181
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to eliminate someone is,evaluative,-2.2,2.0830126
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to stab someone is,evaluative,-2.7,1.7534897
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to help someone is,evaluative,2.9,1.7586398
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to validate someone is,evaluative,2.6,2.5469656
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to remind someone is,evaluative,0.6,1.9927635
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to prohibit someone is,evaluative,-1.1,2.1400497
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to wrong someone is,evaluative,-2.7,2.1093514
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to gaslight someone is,evaluative,-2.9,2.8246288
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to strike someone is,evaluative,-1.9,2.3263645
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to strongarm someone is,evaluative,-1.3,3.1613059
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",to brutalize someone is,evaluative,-1.3,.11051488
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a prince is,activity,-0.9,6.3175201
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a shrink is,activity,0.9,7.1066875
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a chairperson is,activity,-0.7,2.6124902
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a nazi is,activity,1.2,3.276228
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a superhero is,activity,2.1,2.2672539
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a minority is,activity,-0.7,2.6607327
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",an infant is,activity,-1.9,2.0615959
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a nut is,activity,0.2,2.5887017
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a daredevil is,activity,1.8,1.7959609
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a bellhop is,activity,1.7,1.5074086
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a shaman is,activity,0.6,2.7600873
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a Christian is,activity,0.3,1.5997853
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a psychiatrist is,activity,1,1.7941217
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a pervert is,activity,1.3,2.2976799
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a vegetarian is,activity,-0.6,1.8285723
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",an exorcist is,activity,1.2,3.7928414
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",an intruder is,activity,2.9,2.2264109
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a vagrant is,activity,-0.9,4.9031172
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a surfer is,activity,-2.1,2.1344345
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a guitarist is,activity,1,2.2371466
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a mechanic is,activity,1.4,2.085892
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a warrior is,activity,2.4,2.0864015
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a sergeant is,activity,1.6,1.7402461
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a goth is,activity,-1.7,2.0586324
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a gymnast is,activity,2.4,2.6012084
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a voyeur is,activity,-2.7,2.5243101
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",an officer is,activity,1.8,3.8460424
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a hunter is,activity,-0.9,2.6353352
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a psychic is,activity,-1,3.1436093
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a gardener is,activity,1,1.9240687
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a pornstar is,potency,1.8,2.0382838
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a warden is,potency,1.7,1.6452699
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a gardener is,potency,1.6,1.5076792
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a chief is,potency,2.4,2.2281995
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a minority is,potency,-0.6,3.6469686
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a singer is,potency,1.5,3.355454
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a princess is,potency,1.8,3.6001489
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a cyclist is,potency,0.8,2.2284164
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a cad is,potency,-0.1,4.5850148
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a warrior is,potency,3.4,2.1132026
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a malingerer is,potency,-1.5,2.6898844
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a dancer is,potency,1.4,1.657562
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a buffoon is,potency,-1.8,2.4208694
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a braggart is,potency,-0.8,2.0752685
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a daredevil is,potency,1.7,1.8346617
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a goth is,potency,-3.3,3.823473
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a mathematician is,potency,0.8,2.2746022
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",an exorcist is,potency,1.1,1.8467734
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a newbie is,potency,-1.3,1.8529336
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",an anarchist is,potency,2.3,1.5188203
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a painter is,potency,1.3,1.4933724
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a pianist is,potency,1.1,2.6237338
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",an officer is,potency,2.8,3.2801254
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a biologist is,potency,-0.5,2.0583472
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a Christian is,potency,-1.6,3.4036036
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a rapper is,potency,0.8,1.7648664
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a hick is,potency,-0.6,1.8375812
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a stepmother is,potency,1.5,2.1771209
A22QD6M0A2C77C,"71.56.135.96, 172.16.9.238, 172.16.17.70",a psychiatrist is,potency,2.5,2.0093677
